"id","restriction_import","document_import","id_importfee_id","document_import_en","restriction_import_en"
"2417",,"مستودع أومحل + 2 عامل","84622500","Warehouse or shop + 2 workers",
"2418",,"مستودع أومحل + 2 عامل","84622600","Warehouse or shop + 2 workers",
"2419",,"مستودع أومحل + 2 عامل","84622900","Warehouse or shop + 2 workers",
"2420",,"مستودع أومحل + 2 عامل","84623200","Warehouse or shop + 2 workers",
"2421",,"مستودع أومحل + 2 عامل","84623300","Warehouse or shop + 2 workers",
"2422",,"مستودع أومحل + 2 عامل","84623900","Warehouse or shop + 2 workers",
"2423",,"مستودع أومحل + 2 عامل","84624200","Warehouse or shop + 2 workers",
"2424",,"مستودع أومحل + 2 عامل","84624900","Warehouse or shop + 2 workers",
"2425",,"مستودع أومحل + 2 عامل","84625100","Warehouse or shop + 2 workers",
"2426",,"مستودع أومحل + 2 عامل","84625900","Warehouse or shop + 2 workers",
"2427",,"مستودع أومحل + 2 عامل","84626100","Warehouse or shop + 2 workers",
"2428",,"مستودع أومحل + 2 عامل","84626200","Warehouse or shop + 2 workers",
"2429",,"مستودع أومحل + 2 عامل","84626300","Warehouse or shop + 2 workers",
"2430",,"مستودع أومحل + 2 عامل","84626900","Warehouse or shop + 2 workers",
"2431",,"مستودع أومحل + 2 عامل","84629000","Warehouse or shop + 2 workers",
"2432",,"مستودع أومحل + 2 عامل","84631000","Warehouse or shop + 2 workers",
"2433",,"مستودع أومحل + 2 عامل","84632000","Warehouse or shop + 2 workers",
"2434",,"مستودع أومحل + 2 عامل","84633000","Warehouse or shop + 2 workers",
"2435",,"مستودع أومحل + 2 عامل","84639000","Warehouse or shop + 2 workers",
"2436",,"مستودع أومحل + 2 عامل","84641000","Warehouse or shop + 2 workers",
"2437",,"مستودع أومحل + 2 عامل","84642000","Warehouse or shop + 2 workers",
"2438",,"مستودع أومحل + 2 عامل","84649000","Warehouse or shop + 2 workers",
"2439",,"مستودع أومحل + 2 عامل","84651000","Warehouse or shop + 2 workers",
"2440",,"مستودع أومحل + 2 عامل","84652000","Warehouse or shop + 2 workers",
"2441",,"مستودع أومحل + 2 عامل","84659100","Warehouse or shop + 2 workers",
"2442",,"مستودع أومحل + 2 عامل","84659200","Warehouse or shop + 2 workers",
"2443",,"مستودع أومحل + 2 عامل","84659300","Warehouse or shop + 2 workers",
"2444",,"مستودع أومحل + 2 عامل","84659500","Warehouse or shop + 2 workers",
"2445",,"مستودع أومحل + 2 عامل","84659600","Warehouse or shop + 2 workers",
"2446",,"مستودع أومحل + 2 عامل","84659900","Warehouse or shop + 2 workers",
"2447",,"مستودع أومحل + 2 عامل","84661000","Warehouse or shop + 2 workers",
"2448",,"مستودع أومحل + 2 عامل","84662000","Warehouse or shop + 2 workers",
"2449",,"مستودع أومحل + 2 عامل","84663000","Warehouse or shop + 2 workers",
"2450",,"مستودع أومحل + 2 عامل","84669100","Warehouse or shop + 2 workers",
"2451",,"مستودع أومحل + 2 عامل","84669200","Warehouse or shop + 2 workers",
"2452",,"مستودع أومحل + 2 عامل","84669300","Warehouse or shop + 2 workers",
"2453",,"مستودع أومحل + 2 عامل","84669400","Warehouse or shop + 2 workers",
"2454",,"مستودع أومحل + 2 عامل","84671100","Warehouse or shop + 2 workers",
"2455",,"مستودع أومحل + 2 عامل","84671900","Warehouse or shop + 2 workers",
"2456",,"مستودع أومحل + 2 عامل","84672100","Warehouse or shop + 2 workers",
"2457",,"مستودع أومحل + 2 عامل","84672200","Warehouse or shop + 2 workers",
"2458",,"مستودع أومحل + 2 عامل","84672900","Warehouse or shop + 2 workers",
"2459",,"مستودع أومحل + 2 عامل","84678100","Warehouse or shop + 2 workers",
"2460",,"مستودع أومحل + 2 عامل","84678900","Warehouse or shop + 2 workers",
"2461",,"مستودع أومحل + 2 عامل","84679100","Warehouse or shop + 2 workers",
"2462",,"مستودع أومحل + 2 عامل","84679200","Warehouse or shop + 2 workers",
"2463",,"مستودع أومحل + 2 عامل","84679900","Warehouse or shop + 2 workers",
"2464",,"مستودع أومحل + 2 عامل","84681000","Warehouse or shop + 2 workers",
"2465",,"مستودع أومحل + 2 عامل","84682000","Warehouse or shop + 2 workers",
"2466",,"مستودع أومحل + 2 عامل","84688000","Warehouse or shop + 2 workers",
"2467",,"مستودع أومحل + 2 عامل","84689000","Warehouse or shop + 2 workers",
"2468",,"مستودع أومحل + 2 عامل","84701000","Warehouse or shop + 2 workers",
"2469",,"مستودع أومحل + 2 عامل","84702100","Warehouse or shop + 2 workers",
"2470",,"مستودع أومحل + 2 عامل","84702900","Warehouse or shop + 2 workers",
"2471",,"مستودع أومحل + 2 عامل","84703000","Warehouse or shop + 2 workers",
"2472",,"مستودع أومحل + 2 عامل","84705000","Warehouse or shop + 2 workers",
"2473",,"مستودع أومحل + 2 عامل","84709000","Warehouse or shop + 2 workers",
"2474",,"مستودع أومحل + 2 عامل","84713000","Warehouse or shop + 2 workers",
"2475",,"مستودع أومحل + 2 عامل","84714100","Warehouse or shop + 2 workers",
"2476",,"مستودع أومحل + 2 عامل","84714900","Warehouse or shop + 2 workers",
"2477",,"مستودع أومحل + 2 عامل","84715000","Warehouse or shop + 2 workers",
"2478",,"مستودع أومحل + 2 عامل","84716000","Warehouse or shop + 2 workers",
"2479",,"مستودع أومحل + 2 عامل","84717000","Warehouse or shop + 2 workers",
"2480",,"مستودع أومحل + 2 عامل","84718000","Warehouse or shop + 2 workers",
"2481",,"مستودع أومحل + 2 عامل","84719000","Warehouse or shop + 2 workers",
"2482",,"مستودع أومحل + 2 عامل","84721000","Warehouse or shop + 2 workers",
"2483",,"مستودع أومحل + 2 عامل","84723000","Warehouse or shop + 2 workers",
"2484",,"مستودع أومحل + 2 عامل","84729000","Warehouse or shop + 2 workers",
"2485",,"مستودع أومحل + 2 عامل","84732100","Warehouse or shop + 2 workers",
"2486",,"مستودع أومحل + 2 عامل","84732900","Warehouse or shop + 2 workers",
"2487",,"مستودع أومحل + 2 عامل","84733000","Warehouse or shop + 2 workers",
"2488",,"مستودع أومحل + 2 عامل","84734000","Warehouse or shop + 2 workers",
"2489",,"مستودع أومحل + 2 عامل","84735000","Warehouse or shop + 2 workers",
"2490",,"مستودع أومحل + 2 عامل","84741000","Warehouse or shop + 2 workers",
"2491",,"مستودع أومحل + 2 عامل","84742000","Warehouse or shop + 2 workers",
"2492",,"مستودع أومحل + 2 عامل","84743100","Warehouse or shop + 2 workers",
"2493",,"مستودع أومحل + 2 عامل","84743200","Warehouse or shop + 2 workers",
"2494",,"مستودع أومحل + 2 عامل","84748000","Warehouse or shop + 2 workers",
"2495",,"مستودع أومحل + 2 عامل","84749000","Warehouse or shop + 2 workers",
"2496",,"مستودع أومحل + 2 عامل","84752900","Warehouse or shop + 2 workers",
"2497",,"مستودع أومحل + 2 عامل","84759000","Warehouse or shop + 2 workers",
"2498",,"مستودع أومحل + 2 عامل","84769000","Warehouse or shop + 2 workers",
"2499",,"مستودع أومحل + 2 عامل","84771000","Warehouse or shop + 2 workers",
"2500",,"مستودع أومحل + 2 عامل","84772000","Warehouse or shop + 2 workers",
"2501",,"مستودع أومحل + 2 عامل","84773000","Warehouse or shop + 2 workers",
"2502",,"مستودع أومحل + 2 عامل","84774000","Warehouse or shop + 2 workers",
"2503",,"مستودع أومحل + 2 عامل","84775100","Warehouse or shop + 2 workers",
"2504",,"مستودع أومحل + 2 عامل","84775900","Warehouse or shop + 2 workers",
"2505",,"مستودع أومحل + 2 عامل","84778000","Warehouse or shop + 2 workers",
"2506",,"مستودع أومحل + 2 عامل","84779000","Warehouse or shop + 2 workers",
"2507",,"مستودع أومحل + 2 عامل","84789000","Warehouse or shop + 2 workers",
"2508",,"مستودع أومحل + 2 عامل","84791000","Warehouse or shop + 2 workers",
"2509",,"مستودع أومحل + 2 عامل","84792000","Warehouse or shop + 2 workers",
"2510",,"مستودع أومحل + 2 عامل","84793000","Warehouse or shop + 2 workers",
"2511",,"مستودع أومحل + 2 عامل","84794000","Warehouse or shop + 2 workers",
"2512","شريطة أن يكون الوصف التجاري:  جسور صعود الركاب حصراً","مستودع أومحل + 2 عامل","84797900","Warehouse or shop + 2 workers","Provided that the commercial description is: passenger boarding bridges exclusively"
"2513",,"مستودع أومحل + 2 عامل","84798100","Warehouse or shop + 2 workers",
"2514",,"مستودع أومحل + 2 عامل","84798200","Warehouse or shop + 2 workers",
"2515",,"مستودع أومحل + 2 عامل","84798910","Warehouse or shop + 2 workers",
"2516",,"مستودع أومحل + 2 عامل","84798920","Warehouse or shop + 2 workers",
"2517",,"مستودع أومحل + 2 عامل","84798990","Warehouse or shop + 2 workers",
"2518",,"مستودع أومحل + 2 عامل","84799000","Warehouse or shop + 2 workers",
"2519",,"مستودع أومحل + 2 عامل","84801000","Warehouse or shop + 2 workers",
"2520",,"مستودع أومحل + 2 عامل","84802000","Warehouse or shop + 2 workers",
"2521",,"مستودع أومحل + 2 عامل","84804100","Warehouse or shop + 2 workers",
"2522",,"مستودع أومحل + 2 عامل","84804900","Warehouse or shop + 2 workers",
"2523",,"مستودع أومحل + 2 عامل","84805000","Warehouse or shop + 2 workers",
"2524",,"مستودع أومحل + 2 عامل","84806000","Warehouse or shop + 2 workers",
"2525",,"مستودع أومحل + 2 عامل","84807100","Warehouse or shop + 2 workers",
"2526",,"مستودع أومحل + 2 عامل","84807900","Warehouse or shop + 2 workers",
"2527",,"مستودع أومحل + 2 عامل","84811000","Warehouse or shop + 2 workers",
"2528",,"مستودع أومحل + 2 عامل","84812000","Warehouse or shop + 2 workers",
"2529",,"مستودع أومحل + 2 عامل","84813000","Warehouse or shop + 2 workers",
"2530",,"مستودع أومحل + 2 عامل","84814000","Warehouse or shop + 2 workers",
"2531",,"مستودع أومحل + 2 عامل","84818010","Warehouse or shop + 2 workers",
"2532",,"مستودع أومحل + 2 عامل","84818020","Warehouse or shop + 2 workers",
"2533",,"مستودع أومحل + 2 عامل","84818030","Warehouse or shop + 2 workers",
"2534",,"مستودع أومحل + 2 عامل","84818090","Warehouse or shop + 2 workers",
"2535",,"مستودع أومحل + 2 عامل","84819000","Warehouse or shop + 2 workers",
"2536",,"مستودع أومحل + 2 عامل","84821000","Warehouse or shop + 2 workers",
"2537",,"مستودع أومحل + 2 عامل","84822000","Warehouse or shop + 2 workers",
"2538",,"مستودع أومحل + 2 عامل","84824000","Warehouse or shop + 2 workers",
"2539",,"مستودع أومحل + 2 عامل","84825000","Warehouse or shop + 2 workers",
"2540",,"مستودع أومحل + 2 عامل","84828000","Warehouse or shop + 2 workers",
"2541",,"مستودع أومحل + 2 عامل","84829100","Warehouse or shop + 2 workers",
"2542",,"مستودع أومحل + 2 عامل","84829900","Warehouse or shop + 2 workers",
"2543",,"مستودع أومحل + 2 عامل","84831010","Warehouse or shop + 2 workers",
"2544",,"مستودع أومحل + 2 عامل","84831090","Warehouse or shop + 2 workers",
"2545",,"مستودع أومحل + 2 عامل","84832010","Warehouse or shop + 2 workers",
"2546",,"مستودع أومحل + 2 عامل","84832090","Warehouse or shop + 2 workers",
"2547",,"مستودع أومحل + 2 عامل","84833010","Warehouse or shop + 2 workers",
"2548",,"مستودع أومحل + 2 عامل","84833090","Warehouse or shop + 2 workers",
"2549",,"مستودع أومحل + 2 عامل","84834010","Warehouse or shop + 2 workers",
"2550",,"مستودع أومحل + 2 عامل","84834090","Warehouse or shop + 2 workers",
"2551",,"مستودع أومحل + 2 عامل","84835010","Warehouse or shop + 2 workers",
"2552",,"مستودع أومحل + 2 عامل","84835090","Warehouse or shop + 2 workers",
"2553",,"مستودع أومحل + 2 عامل","84836010","Warehouse or shop + 2 workers",
"2554",,"مستودع أومحل + 2 عامل","84836090","Warehouse or shop + 2 workers",
"2555",,"مستودع أومحل + 2 عامل","84839010","Warehouse or shop + 2 workers",
"2556",,"مستودع أومحل + 2 عامل","84839090","Warehouse or shop + 2 workers",
"2557",,"مستودع أومحل + 2 عامل","84841000","Warehouse or shop + 2 workers",
